code,is_vulnerable,urgency_score,source_dataset,cwe,vulnerability_type,source
while count < 10: count += 1,0,24.9027223496135,training_dataset.csv,None,safe,safe_code
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
pickle.loads(untrusted_data),1,100.0,training_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def authenticate():
    API_KEY = ""sk-1234567890abcdef""
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
df = pd.read_csv('data.csv'),0,7.08822904488277,training_dataset.csv,None,safe,safe_code
"def load_session(session_data):
    import pickle
    return pickle.loads(session_data)",1,83.32863249512313,cve_like_training.csv,CWE-502,deserialization,cve_like
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,15.357431641725364,cve_like_training.csv,None,safe,safe_code
"def convert_image(input_file, output_file):
    cmd = f""convert {input_file} {output_file}""
    os.system(cmd)",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,14.48003843637813,cve_like_training.csv,None,safe,safe_code
"def main():
    if x > 0: print(x)",0,34.87875701339364,training_dataset.csv,None,safe,safe_code
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id="" + str(user_id)
    cursor.execute(query)
    return cursor.fetchone()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_template(template_name):
    path = ""templates/"" + template_name
    return open(path).read()",1,80.17174654326419,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def execute_formula(formula):
    result = eval(formula)
    return result",1,80.0,real_cve_dataset.csv,CWE-94,code_injection,pattern_analysis
"def encrypt_data(data):
    key = ""my_secret_key_12345""
    cipher = AES.new(key.encode(), AES.MODE_EAX)
    return cipher.encrypt(data)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_config(config_bytes):
    import marshal
    return marshal.loads(config_bytes)",1,81.80442752842215,cve_like_training.csv,CWE-502,deserialization,cve_like
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,20.0,real_cve_dataset.csv,None,safe,safe_code
result = calculate_sum(numbers),0,14.364286952953972,training_dataset.csv,None,safe,safe_code
"def download_url(url):
    subprocess.call(f""wget {url}"", shell=True)",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,20.226950961472987,cve_like_training.csv,None,safe,safe_code
db.query('INSERT INTO logs VALUES(' + data + ')'),1,56.92566055979107,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def render_user_profile(name, bio):
    html = f""<h1>{name}</h1><p>{bio}</p>""
    return html",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,98.79738894726454,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,23.688431435986622,cve_like_training.csv,None,safe,safe_code
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id="" + str(user_id)
    cursor.execute(query)
    return cursor.fetchone()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,18.09548127855446,cve_like_training.csv,None,safe,safe_code
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,22.26862440255939,cve_like_training.csv,None,safe,safe_code
"def calculate():
    try: process() except: pass
    return result",0,31.12608422459354,training_dataset.csv,None,safe,safe_code
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def run_user_code(code):
    exec(code)",1,80.0,real_cve_dataset.csv,CWE-94,code_injection,pattern_analysis
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,11.412813227332732,cve_like_training.csv,None,safe,safe_code
"def restore_object(data):
    import pickle
    obj = pickle.loads(base64.b64decode(data))
    return obj",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,99.6282947171932,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,15.211729358870592,cve_like_training.csv,None,safe,safe_code
total = sum(values),0,22.792557591225425,training_dataset.csv,None,safe,safe_code
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,96.97934356235264,cve_like_training.csv,CWE-78,command_injection,cve_like
"def get_log_file(log_name):
    log_path = f""/var/logs/{log_name}""
    with open(log_path) as f:
        return f.read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_config(config_bytes):
    import marshal
    return marshal.loads(config_bytes)",1,80.43284650645242,cve_like_training.csv,CWE-502,deserialization,cve_like
"def authenticate():
    API_KEY = ""sk-1234567890abcdef""
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,20.314163800007304,cve_like_training.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from lxml import etree
    doc = etree.parse(xml_data)
    return doc",1,79.94435546811646,cve_like_training.csv,CWE-611,xxe,cve_like
db.execute('INSERT INTO table VALUES(' + values + ')'),1,95.40799427791988,training_dataset.csv,CWE-89,sql_injection,pattern_analysis
"def show_error(error_msg):
    return ""<div class='error'>"" + error_msg + ""</div>""",1,87.15202500127177,cve_like_training.csv,CWE-79,xss,cve_like
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,16.23894826773632,cve_like_training.csv,None,safe,safe_code
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"with open('data.txt', 'w') as f: f.write(text)",0,28.520891691384207,training_dataset.csv,None,safe,safe_code
"def calculate():
    logger.info('Processing complete')
    return result",0,21.992848843601124,training_dataset.csv,None,safe,safe_code
"def parse_expression(expr):
    return eval(f""calculate({expr})"")",1,80.0,real_cve_dataset.csv,CWE-94,code_injection,pattern_analysis
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,91.48885931138398,cve_like_training.csv,CWE-94,code_injection,cve_like
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def process_xml(xml_file):
    from xml.dom import minidom
    doc = minidom.parse(xml_file)
    return doc",1,80.0,real_cve_dataset.csv,CWE-611,xxe,pattern_analysis
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,23.253867746660035,cve_like_training.csv,None,safe,safe_code
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,76.55831770915381,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,12.443567544575656,cve_like_training.csv,None,safe,safe_code
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,22.149317496846976,cve_like_training.csv,None,safe,safe_code
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
os.unlink(user_path),1,82.72941070010752,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,10.755436317683673,cve_like_training.csv,None,safe,safe_code
"def encrypt_data(data):
    key = ""my_secret_key_12345""
    cipher = AES.new(key.encode(), AES.MODE_EAX)
    return cipher.encrypt(data)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,13.715344674046197,cve_like_training.csv,None,safe,safe_code
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,90.42842909291387,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
result = calculate_sum(numbers),0,9.022598825914692,training_dataset.csv,None,safe,safe_code
"def download_url(url):
    subprocess.call(f""wget {url}"", shell=True)",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def encrypt_data(data):
    key = ""my_secret_key_12345""
    cipher = AES.new(key.encode(), AES.MODE_EAX)
    return cipher.encrypt(data)",1,91.7333818821207,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def main():
    import json; json.load(open('settings.json'))",0,25.53433924416123,training_dataset.csv,None,safe,safe_code
"def process_xml(xml_file):
    from xml.dom import minidom
    doc = minidom.parse(xml_file)
    return doc",1,71.60218538512164,cve_like_training.csv,CWE-611,xxe,cve_like
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,87.79232781456474,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,19.55462792588117,cve_like_training.csv,None,safe,safe_code
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def send_email():
    smtp_password = ""P@ssw0rd123""
    server.login(""admin@example.com"", smtp_password)",1,90.13613653943078,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def execute_formula(formula):
    result = eval(formula)
    return result",1,96.89430539392808,cve_like_training.csv,CWE-94,code_injection,cve_like
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,22.362120971629025,cve_like_training.csv,None,safe,safe_code
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,11.211128642783931,cve_like_training.csv,None,safe,safe_code
"def get_log_file(log_name):
    log_path = f""/var/logs/{log_name}""
    with open(log_path) as f:
        return f.read()",1,82.13929556305533,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,22.04399760551322,cve_like_training.csv,None,safe,safe_code
"def load_template(template_name):
    path = ""templates/"" + template_name
    return open(path).read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,97.14858029078324,cve_like_training.csv,CWE-78,command_injection,cve_like
"def authenticate():
    API_KEY = ""sk-1234567890abcdef""
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",1,85.36292489718525,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def calculate():
    db.query(User).filter_by(id=user_id).first()
    return result",0,23.77377091147289,training_dataset.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
db.execute('INSERT INTO table VALUES(' + values + ')'),1,95.59490150882576,training_dataset.csv,CWE-89,sql_injection,pattern_analysis
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,93.05651215081492,cve_like_training.csv,CWE-94,code_injection,cve_like
db.query('INSERT INTO logs VALUES(' + data + ')'),1,58.81774252873687,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,12.296638206847785,cve_like_training.csv,None,safe,safe_code
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,22.92555715627789,cve_like_training.csv,None,safe,safe_code
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def send_email():
    smtp_password = ""P@ssw0rd123""
    server.login(""admin@example.com"", smtp_password)",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,10.888318549639424,cve_like_training.csv,None,safe,safe_code
"def parse_expression(expr):
    return eval(f""calculate({expr})"")",1,97.55509979376475,cve_like_training.csv,CWE-94,code_injection,cve_like
"def show_error(error_msg):
    return ""<div class='error'>"" + error_msg + ""</div>""",1,81.45625042418523,cve_like_training.csv,CWE-79,xss,cve_like
"def convert_image(input_file, output_file):
    cmd = f""convert {input_file} {output_file}""
    os.system(cmd)",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def backup_file(filename):
    os.system(f""tar -czf backup.tar.gz {filename}"")",1,94.77027308444356,cve_like_training.csv,CWE-78,command_injection,cve_like
os.remove(user_file),1,83.3190742181768,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,22.14988244096512,cve_like_training.csv,None,safe,safe_code
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,77.36174815941135,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def get_log_file(log_name):
    log_path = f""/var/logs/{log_name}""
    with open(log_path) as f:
        return f.read()",1,75.2649573709054,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def calculate():
    import math; math.sqrt(16)
    return result",0,34.0253888184198,training_dataset.csv,None,safe,safe_code
"def render_user_profile(name, bio):
    html = f""<h1>{name}</h1><p>{bio}</p>""
    return html",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def process_xml(xml_file):
    from xml.dom import minidom
    doc = minidom.parse(xml_file)
    return doc",1,80.0,real_cve_dataset.csv,CWE-611,xxe,pattern_analysis
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,17.904703410908468,cve_like_training.csv,None,safe,safe_code
import numpy as np,0,9.837641396650373,training_dataset.csv,None,safe,safe_code
"def get_log_file(log_name):
    log_path = f""/var/logs/{log_name}""
    with open(log_path) as f:
        return f.read()",1,82.96734847632403,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,12.624977676301471,cve_like_training.csv,None,safe,safe_code
"def main():
    def add(a, b): return a + b",0,6.4259408333868375,training_dataset.csv,None,safe,safe_code
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def execute_formula(formula):
    result = eval(formula)
    return result",1,80.0,real_cve_dataset.csv,CWE-94,code_injection,pattern_analysis
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
file = open(request.GET['file']),1,100.0,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def get_log_file(log_name):
    log_path = f""/var/logs/{log_name}""
    with open(log_path) as f:
        return f.read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,21.360979427336503,cve_like_training.csv,None,safe,safe_code
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,92.97473564310027,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def send_email():
    smtp_password = ""P@ssw0rd123""
    server.login(""admin@example.com"", smtp_password)",1,89.25182992731797,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def update_email(user_id, email):
    query = f""UPDATE users SET email='{email}' WHERE id={user_id}""
    cursor.execute(query)",1,95.87213881782418,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,24.91209386305549,cve_like_training.csv,None,safe,safe_code
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,16.304450252630275,cve_like_training.csv,None,safe,safe_code
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,12.009493544137763,cve_like_training.csv,None,safe,safe_code
xml.dom.minidom.parseString(data),1,61.646600489981495,training_dataset.csv,CWE-611,xxe,pattern_analysis
eval(request.GET['code']),1,100.0,training_dataset.csv,CWE-94,code_injection,pattern_analysis
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def search_products(category):
    query = ""SELECT * FROM products WHERE category='"" + category + ""'""
    cursor.execute(query)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def authenticate():
    API_KEY = ""sk-1234567890abcdef""
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"# API endpoint
xml.etree.ElementTree.parse(file)",1,80.32460353310086,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_xml_config(xml_string):
    import xml.etree.ElementTree as ET
    root = ET.fromstring(xml_string)
    return root",1,76.49551082329413,cve_like_training.csv,CWE-611,xxe,cve_like
"def process_xml(xml_file):
    from xml.dom import minidom
    doc = minidom.parse(xml_file)
    return doc",1,80.0,real_cve_dataset.csv,CWE-611,xxe,pattern_analysis
"def send_email():
    smtp_password = ""P@ssw0rd123""
    server.login(""admin@example.com"", smtp_password)",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,79.54596759907005,cve_like_training.csv,CWE-22,path_traversal,cve_like
class Calculator: pass,0,16.75200180357445,training_dataset.csv,None,safe,safe_code
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,19.7898836562339,cve_like_training.csv,None,safe,safe_code
"def authenticate():
    API_KEY = ""sk-1234567890abcdef""
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",1,93.6003989733102,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def backup_file(filename):
    os.system(f""tar -czf backup.tar.gz {filename}"")",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,23.74944904527239,cve_like_training.csv,None,safe,safe_code
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,90.8843503261672,cve_like_training.csv,CWE-94,code_injection,cve_like
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def deserialize_user(data):
    import pickle
    user = pickle.loads(data)
    return user",1,82.77287014072712,cve_like_training.csv,CWE-502,deserialization,cve_like
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def search_products(category):
    query = ""SELECT * FROM products WHERE category='"" + category + ""'""
    cursor.execute(query)",1,91.03141136222249,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def main():
    class Calculator: pass",0,17.57915893241826,training_dataset.csv,None,safe,safe_code
"def run_user_code(code):
    exec(code)",1,80.0,real_cve_dataset.csv,CWE-94,code_injection,pattern_analysis
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,21.161432643642687,cve_like_training.csv,None,safe,safe_code
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
shutil.rmtree(path),1,57.53230717511516,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def backup_file(filename):
    os.system(f""tar -czf backup.tar.gz {filename}"")",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def read_xml_data(xml_content):
    import xml.sax
    parser = xml.sax.make_parser()
    parser.parse(xml_content)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,14.90857293264038,cve_like_training.csv,None,safe,safe_code
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,15.637513995641886,cve_like_training.csv,None,safe,safe_code
